Year,Month,Base/Project,LOBGroup,CostCategory,PlanRate
2024,4,Project,LOB_Group_4,Cost_Category_12,70422.76
2024,4,Project,LOB_Group_4,Cost_Category_13,35104.99
2024,4,Base,LOB_Group_4,Cost_Category_14,52320.02
2024,4,Project,LOB_Group_4,Cost_Category_15,42741.67
2024,4,Project,LOB_Group_4,Cost_Category_16,70873.94
2024,4,Project,LOB_Group_5,Cost_Category_1,9841.99
2024,4,Project,LOB_Group_5,Cost_Category_2,67952.81
2024,4,Project,LOB_Group_5,Cost_Category_3,78026.24
2024,4,Project,LOB_Group_5,Cost_Category_4,80412.7
2024,4,Project,LOB_Group_5,Cost_Category_5,76065.17
2024,4,Base,LOB_Group_5,Cost_Category_6,35801.07
2024,4,Project,LOB_Group_5,Cost_Category_7,4956.83
2024,4,Project,LOB_Group_5,Cost_Category_8,28779.68
2024,4,Base,LOB_Group_5,Cost_Category_9,8975.88
2024,4,Project,LOB_Group_5,Cost_Category_10,5770.68
2024,4,Project,LOB_Group_5,Cost_Category_11,90431.4
2024,4,Project,LOB_Group_5,Cost_Category_12,1854.61
2024,4,Project,LOB_Group_5,Cost_Category_13,90860.64
2024,4,Base,LOB_Group_5,Cost_Category_14,41645.37
2024,4,Base,LOB_Group_5,Cost_Category_15,66959.56
2024,4,Project,LOB_Group_5,Cost_Category_16,15994.61
2024,4,Project,LOB_Group_6,Cost_Category_1,9231.87
2024,4,Project,LOB_Group_6,Cost_Category_2,4587.14
2024,4,Project,LOB_Group_6,Cost_Category_3,81090.63
2024,4,Base,LOB_Group_6,Cost_Category_4,39918.28
2024,4,Project,LOB_Group_6,Cost_Category_5,79716.9
2024,4,Project,LOB_Group_6,Cost_Category_6,79491.3
2024,4,Base,LOB_Group_6,Cost_Category_7,53809.56
2024,4,Project,LOB_Group_6,Cost_Category_8,12335.04
2024,4,Project,LOB_Group_6,Cost_Category_9,17778.72
2024,4,Base,LOB_Group_6,Cost_Category_10,13989.83
2024,4,Project,LOB_Group_6,Cost_Category_11,45833.39
2024,4,Project,LOB_Group_6,Cost_Category_12,75042.74
2024,4,Project,LOB_Group_6,Cost_Category_13,77476.86
2024,4,Base,LOB_Group_6,Cost_Category_14,10940.89
2024,4,Project,LOB_Group_6,Cost_Category_15,41380.79
2024,4,Base,LOB_Group_6,Cost_Category_16,14231.3
2024,4,Project,LOB_Group_7,Cost_Category_1,73471.85
2024,4,Project,LOB_Group_7,Cost_Category_2,29651.33
2024,4,Base,LOB_Group_7,Cost_Category_3,82507.97
2024,4,Project,LOB_Group_7,Cost_Category_4,60650.19
2024,4,Project,LOB_Group_7,Cost_Category_5,78201.27
2024,4,Project,LOB_Group_7,Cost_Category_6,18433.83
2024,4,Project,LOB_Group_7,Cost_Category_7,57132.39
2024,4,Base,LOB_Group_7,Cost_Category_8,63637.9
2024,4,Project,LOB_Group_7,Cost_Category_9,61057.41
2024,4,Project,LOB_Group_7,Cost_Category_10,14372.91
2024,4,Base,LOB_Group_7,Cost_Category_11,95884.14
2024,4,Project,LOB_Group_7,Cost_Category_12,22024.39
2024,4,Base,LOB_Group_7,Cost_Category_13,70937.53
2024,4,Base,LOB_Group_7,Cost_Category_14,51992.59
2024,4,Project,LOB_Group_7,Cost_Category_15,49656.76
2024,4,Base,LOB_Group_7,Cost_Category_16,60570.37
2024,4,Base,LOB_Group_8,Cost_Category_1,11298.14
2024,4,Base,LOB_Group_8,Cost_Category_2,59725.26
2024,4,Base,LOB_Group_8,Cost_Category_3,70590.2
2024,4,Base,LOB_Group_8,Cost_Category_4,22050.91
2024,4,Project,LOB_Group_8,Cost_Category_5,16137.1
2024,4,Base,LOB_Group_8,Cost_Category_6,37780.18
2024,4,Project,LOB_Group_8,Cost_Category_7,50543.03
2024,4,Base,LOB_Group_8,Cost_Category_8,96390.14
2024,4,Base,LOB_Group_8,Cost_Category_9,50974.61
2024,4,Project,LOB_Group_8,Cost_Category_10,9275.86
2024,4,Base,LOB_Group_8,Cost_Category_11,30512.59
2024,4,Base,LOB_Group_8,Cost_Category_12,16112.95
2024,4,Project,LOB_Group_8,Cost_Category_13,31971.81
2024,4,Base,LOB_Group_8,Cost_Category_14,58412.68
2024,4,Base,LOB_Group_8,Cost_Category_15,1574.83
2024,4,Base,LOB_Group_8,Cost_Category_16,23229.53
2024,5,Base,LOB_Group_1,Cost_Category_1,22712.61
2024,5,Base,LOB_Group_1,Cost_Category_2,48939.15
2024,5,Project,LOB_Group_1,Cost_Category_3,4957.19
2024,5,Project,LOB_Group_1,Cost_Category_4,98754.28
2024,5,Base,LOB_Group_1,Cost_Category_5,31252.81
2024,5,Project,LOB_Group_1,Cost_Category_6,66107.52
2024,5,Base,LOB_Group_1,Cost_Category_7,17713.55
2024,5,Base,LOB_Group_1,Cost_Category_8,32067.18
2024,5,Project,LOB_Group_1,Cost_Category_9,64856.13
2024,5,Base,LOB_Group_1,Cost_Category_10,37687.21
2024,5,Base,LOB_Group_1,Cost_Category_11,67071.89
2024,5,Base,LOB_Group_1,Cost_Category_12,70919.98
2024,5,Base,LOB_Group_1,Cost_Category_13,46511.11
2024,5,Base,LOB_Group_1,Cost_Category_14,2584.63
2024,5,Project,LOB_Group_1,Cost_Category_15,60585.02
2024,5,Base,LOB_Group_1,Cost_Category_16,54952.1
2024,5,Base,LOB_Group_2,Cost_Category_1,19838.89
2024,5,Project,LOB_Group_2,Cost_Category_2,45640.59
2024,5,Project,LOB_Group_2,Cost_Category_3,36387.93
2024,5,Base,LOB_Group_2,Cost_Category_4,51587.0
2024,5,Project,LOB_Group_2,Cost_Category_5,21811.36
2024,5,Base,LOB_Group_2,Cost_Category_6,76893.4
2024,5,Base,LOB_Group_2,Cost_Category_7,19332.26
2024,5,Project,LOB_Group_2,Cost_Category_8,38802.64
2024,5,Project,LOB_Group_2,Cost_Category_9,65587.61
2024,5,Base,LOB_Group_2,Cost_Category_10,71504.96
2024,5,Project,LOB_Group_2,Cost_Category_11,76791.57
2024,5,Base,LOB_Group_2,Cost_Category_12,30909.69
2024,5,Project,LOB_Group_2,Cost_Category_13,11467.27
2024,5,Project,LOB_Group_2,Cost_Category_14,23806.18
2024,5,Base,LOB_Group_2,Cost_Category_15,70543.78
2024,5,Project,LOB_Group_2,Cost_Category_16,98168.46
2024,5,Base,LOB_Group_3,Cost_Category_1,38221.64
2024,5,Base,LOB_Group_3,Cost_Category_2,3060.06
2024,5,Project,LOB_Group_3,Cost_Category_3,40057.67
2024,5,Project,LOB_Group_3,Cost_Category_4,52529.62
2024,5,Base,LOB_Group_3,Cost_Category_5,33547.31
2024,5,Base,LOB_Group_3,Cost_Category_6,16293.77
2024,5,Base,LOB_Group_3,Cost_Category_7,33567.71
2024,5,Project,LOB_Group_3,Cost_Category_8,2220.77
2024,5,Base,LOB_Group_3,Cost_Category_9,11481.46
2024,5,Project,LOB_Group_3,Cost_Category_10,25830.25
2024,5,Base,LOB_Group_3,Cost_Category_11,1604.39
2024,5,Base,LOB_Group_3,Cost_Category_12,81004.85
2024,5,Project,LOB_Group_3,Cost_Category_13,76355.07
2024,5,Project,LOB_Group_3,Cost_Category_14,47585.99
2024,5,Project,LOB_Group_3,Cost_Category_15,52554.17
2024,5,Project,LOB_Group_3,Cost_Category_16,31844.02
2024,5,Base,LOB_Group_4,Cost_Category_1,13849.54
2024,5,Project,LOB_Group_4,Cost_Category_2,48923.06
2024,5,Project,LOB_Group_4,Cost_Category_3,36718.16
2024,5,Base,LOB_Group_4,Cost_Category_4,74571.14
2024,5,Base,LOB_Group_4,Cost_Category_5,94085.34
2024,5,Base,LOB_Group_4,Cost_Category_6,30303.97
2024,5,Project,LOB_Group_4,Cost_Category_7,4477.2
2024,5,Project,LOB_Group_4,Cost_Category_8,12664.27
2024,5,Base,LOB_Group_4,Cost_Category_9,2401.82
2024,5,Project,LOB_Group_4,Cost_Category_10,22735.73
2024,5,Base,LOB_Group_4,Cost_Category_11,51244.5
2024,5,Base,LOB_Group_4,Cost_Category_12,5027.26
2024,5,Project,LOB_Group_4,Cost_Category_13,50035.15
2024,5,Base,LOB_Group_4,Cost_Category_14,53049.27
2024,5,Base,LOB_Group_4,Cost_Category_15,64030.72
2024,5,Base,LOB_Group_4,Cost_Category_16,29795.29
2024,5,Base,LOB_Group_5,Cost_Category_1,8626.01
2024,5,Base,LOB_Group_5,Cost_Category_2,82351.7
2024,5,Project,LOB_Group_5,Cost_Category_3,11708.98
2024,5,Base,LOB_Group_5,Cost_Category_4,27507.62
2024,5,Project,LOB_Group_5,Cost_Category_5,85730.63
2024,5,Project,LOB_Group_5,Cost_Category_6,4291.79
2024,5,Base,LOB_Group_5,Cost_Category_7,98717.13
2024,5,Base,LOB_Group_5,Cost_Category_8,37756.92
2024,5,Base,LOB_Group_5,Cost_Category_9,9858.74
2024,5,Project,LOB_Group_5,Cost_Category_10,38082.03
2024,5,Base,LOB_Group_5,Cost_Category_11,30837.31
2024,5,Project,LOB_Group_5,Cost_Category_12,37582.9
2024,5,Project,LOB_Group_5,Cost_Category_13,18723.61
2024,5,Base,LOB_Group_5,Cost_Category_14,25785.48
2024,5,Base,LOB_Group_5,Cost_Category_15,44180.08
2024,5,Project,LOB_Group_5,Cost_Category_16,61227.64
2024,5,Project,LOB_Group_6,Cost_Category_1,92303.94
2024,5,Project,LOB_Group_6,Cost_Category_2,9208.64
2024,5,Project,LOB_Group_6,Cost_Category_3,82089.44
2024,5,Base,LOB_Group_6,Cost_Category_4,66333.96
2024,5,Project,LOB_Group_6,Cost_Category_5,27836.85
2024,5,Project,LOB_Group_6,Cost_Category_6,60623.31
2024,5,Project,LOB_Group_6,Cost_Category_7,96389.51
2024,5,Project,LOB_Group_6,Cost_Category_8,5453.07
2024,5,Base,LOB_Group_6,Cost_Category_9,21963.04
2024,5,Base,LOB_Group_6,Cost_Category_10,64776.79
2024,5,Project,LOB_Group_6,Cost_Category_11,75246.59
2024,5,Project,LOB_Group_6,Cost_Category_12,12125.6
2024,5,Project,LOB_Group_6,Cost_Category_13,29593.44
2024,5,Base,LOB_Group_6,Cost_Category_14,60312.46
2024,5,Base,LOB_Group_6,Cost_Category_15,88705.87
2024,5,Project,LOB_Group_6,Cost_Category_16,98719.75
2024,5,Base,LOB_Group_7,Cost_Category_1,97004.36
2024,5,Base,LOB_Group_7,Cost_Category_2,35881.51
2024,5,Project,LOB_Group_7,Cost_Category_3,11029.62
2024,5,Project,LOB_Group_7,Cost_Category_4,53343.65
2024,5,Base,LOB_Group_7,Cost_Category_5,21149.54
2024,5,Project,LOB_Group_7,Cost_Category_6,54128.48
2024,5,Project,LOB_Group_7,Cost_Category_7,46251.12
2024,5,Project,LOB_Group_7,Cost_Category_8,66713.86
2024,5,Project,LOB_Group_7,Cost_Category_9,36984.85
2024,5,Project,LOB_Group_7,Cost_Category_10,47991.84
2024,5,Base,LOB_Group_7,Cost_Category_11,71207.26
2024,5,Project,LOB_Group_7,Cost_Category_12,50038.54
2024,5,Base,LOB_Group_7,Cost_Category_13,40440.98
2024,5,Project,LOB_Group_7,Cost_Category_14,98396.16
2024,5,Project,LOB_Group_7,Cost_Category_15,30811.43
2024,5,Base,LOB_Group_7,Cost_Category_16,2743.83
2024,5,Project,LOB_Group_8,Cost_Category_1,7921.9
2024,5,Base,LOB_Group_8,Cost_Category_2,41889.48
2024,5,Project,LOB_Group_8,Cost_Category_3,70644.12
2024,5,Base,LOB_Group_8,Cost_Category_4,40809.54
2024,5,Base,LOB_Group_8,Cost_Category_5,46435.38
2024,5,Project,LOB_Group_8,Cost_Category_6,31478.13
2024,5,Base,LOB_Group_8,Cost_Category_7,21425.35
2024,5,Base,LOB_Group_8,Cost_Category_8,88516.64
2024,5,Base,LOB_Group_8,Cost_Category_9,5405.0
2024,5,Project,LOB_Group_8,Cost_Category_10,6344.76
2024,5,Project,LOB_Group_8,Cost_Category_11,17898.0
2024,5,Project,LOB_Group_8,Cost_Category_12,3161.85
2024,5,Project,LOB_Group_8,Cost_Category_13,96906.0
2024,5,Project,LOB_Group_8,Cost_Category_14,16172.49
2024,5,Base,LOB_Group_8,Cost_Category_15,60661.5
2024,5,Project,LOB_Group_8,Cost_Category_16,78406.6
2024,6,Base,LOB_Group_1,Cost_Category_1,45910.03
2024,6,Base,LOB_Group_1,Cost_Category_2,9481.16
2024,6,Project,LOB_Group_1,Cost_Category_3,6532.25
2024,6,Base,LOB_Group_1,Cost_Category_4,61533.07
2024,6,Project,LOB_Group_1,Cost_Category_5,22613.11
2024,6,Project,LOB_Group_1,Cost_Category_6,75418.19
2024,6,Base,LOB_Group_1,Cost_Category_7,62159.65
2024,6,Base,LOB_Group_1,Cost_Category_8,45310.71
2024,6,Project,LOB_Group_1,Cost_Category_9,44265.57
2024,6,Project,LOB_Group_1,Cost_Category_10,6324.26
2024,6,Project,LOB_Group_1,Cost_Category_11,33360.15
2024,6,Project,LOB_Group_1,Cost_Category_12,50795.46
2024,6,Project,LOB_Group_1,Cost_Category_13,62934.31
2024,6,Base,LOB_Group_1,Cost_Category_14,57434.98
2024,6,Base,LOB_Group_1,Cost_Category_15,60402.87
2024,6,Base,LOB_Group_1,Cost_Category_16,23759.49
2024,6,Project,LOB_Group_2,Cost_Category_1,84542.16
2024,6,Base,LOB_Group_2,Cost_Category_2,54696.22
2024,6,Project,LOB_Group_2,Cost_Category_3,2163.68
2024,6,Project,LOB_Group_2,Cost_Category_4,89673.68
2024,6,Base,LOB_Group_2,Cost_Category_5,4991.84
2024,6,Project,LOB_Group_2,Cost_Category_6,41808.13
2024,6,Base,LOB_Group_2,Cost_Category_7,47929.03
2024,6,Base,LOB_Group_2,Cost_Category_8,36380.58
2024,6,Project,LOB_Group_2,Cost_Category_9,43987.2
2024,6,Project,LOB_Group_2,Cost_Category_10,7711.6
2024,6,Project,LOB_Group_2,Cost_Category_11,36230.75
2024,6,Project,LOB_Group_2,Cost_Category_12,14476.71
2024,6,Project,LOB_Group_2,Cost_Category_13,25929.55
2024,6,Project,LOB_Group_2,Cost_Category_14,21168.08
2024,6,Project,LOB_Group_2,Cost_Category_15,92957.62
2024,6,Project,LOB_Group_2,Cost_Category_16,39104.78
2024,6,Project,LOB_Group_3,Cost_Category_1,7851.82
2024,6,Project,LOB_Group_3,Cost_Category_2,13034.85
2024,6,Project,LOB_Group_3,Cost_Category_3,98793.59
2024,6,Project,LOB_Group_3,Cost_Category_4,46138.59
2024,6,Project,LOB_Group_3,Cost_Category_5,11154.34
2024,6,Base,LOB_Group_3,Cost_Category_6,3598.3
2024,6,Project,LOB_Group_3,Cost_Category_7,64178.66
2024,6,Base,LOB_Group_3,Cost_Category_8,44257.92
2024,6,Project,LOB_Group_3,Cost_Category_9,91636.3
2024,6,Base,LOB_Group_3,Cost_Category_10,7237.3
2024,6,Project,LOB_Group_3,Cost_Category_11,61862.13
2024,6,Project,LOB_Group_3,Cost_Category_12,71588.69
2024,6,Project,LOB_Group_3,Cost_Category_13,2294.28
2024,6,Base,LOB_Group_3,Cost_Category_14,97194.12
2024,6,Project,LOB_Group_3,Cost_Category_15,76765.01
2024,6,Project,LOB_Group_3,Cost_Category_16,90967.23
2024,6,Base,LOB_Group_4,Cost_Category_1,84114.06
2024,6,Project,LOB_Group_4,Cost_Category_2,62305.26
2024,6,Base,LOB_Group_4,Cost_Category_3,97172.92
2024,6,Base,LOB_Group_4,Cost_Category_4,95628.88
2024,6,Base,LOB_Group_4,Cost_Category_5,53070.17
2024,6,Base,LOB_Group_4,Cost_Category_6,20659.29
2024,6,Project,LOB_Group_4,Cost_Category_7,19445.12
2024,6,Base,LOB_Group_4,Cost_Category_8,15633.56
2024,6,Project,LOB_Group_4,Cost_Category_9,49580.06
2024,6,Base,LOB_Group_4,Cost_Category_10,5550.65
2024,6,Base,LOB_Group_4,Cost_Category_11,12217.77
2024,6,Project,LOB_Group_4,Cost_Category_12,81140.16
2024,6,Base,LOB_Group_4,Cost_Category_13,47749.66
2024,6,Project,LOB_Group_4,Cost_Category_14,45920.78
2024,6,Project,LOB_Group_4,Cost_Category_15,71129.17
2024,6,Project,LOB_Group_4,Cost_Category_16,25613.14
2024,6,Project,LOB_Group_5,Cost_Category_1,28566.1
2024,6,Project,LOB_Group_5,Cost_Category_2,96416.25
2024,6,Project,LOB_Group_5,Cost_Category_3,92196.25
2024,6,Base,LOB_Group_5,Cost_Category_4,5462.44
2024,6,Base,LOB_Group_5,Cost_Category_5,78391.89
2024,6,Base,LOB_Group_5,Cost_Category_6,90825.29
2024,6,Project,LOB_Group_5,Cost_Category_7,90662.85
2024,6,Base,LOB_Group_5,Cost_Category_8,24738.75
2024,6,Base,LOB_Group_5,Cost_Category_9,62513.06
2024,6,Project,LOB_Group_5,Cost_Category_10,82195.53
2024,6,Base,LOB_Group_5,Cost_Category_11,96795.72
2024,6,Project,LOB_Group_5,Cost_Category_12,18034.07
2024,6,Base,LOB_Group_5,Cost_Category_13,37956.78
2024,6,Base,LOB_Group_5,Cost_Category_14,72022.31
2024,6,Base,LOB_Group_5,Cost_Category_15,32178.73
2024,6,Project,LOB_Group_5,Cost_Category_16,72156.18
2024,6,Project,LOB_Group_6,Cost_Category_1,87337.69
2024,6,Base,LOB_Group_6,Cost_Category_2,42567.96
2024,6,Base,LOB_Group_6,Cost_Category_3,87143.05
2024,6,Base,LOB_Group_6,Cost_Category_4,94902.79
2024,6,Project,LOB_Group_6,Cost_Category_5,50252.71
2024,6,Base,LOB_Group_6,Cost_Category_6,37077.35
2024,6,Base,LOB_Group_6,Cost_Category_7,69927.69
2024,6,Project,LOB_Group_6,Cost_Category_8,31719.34
2024,6,Project,LOB_Group_6,Cost_Category_9,27149.74
2024,6,Base,LOB_Group_6,Cost_Category_10,53681.51
2024,6,Base,LOB_Group_6,Cost_Category_11,25723.69
2024,6,Project,LOB_Group_6,Cost_Category_12,31422.48
2024,6,Base,LOB_Group_6,Cost_Category_13,93996.37
2024,6,Base,LOB_Group_6,Cost_Category_14,59680.8
2024,6,Base,LOB_Group_6,Cost_Category_15,53073.26
2024,6,Project,LOB_Group_6,Cost_Category_16,12175.17
2024,6,Base,LOB_Group_7,Cost_Category_1,61635.33
2024,6,Base,LOB_Group_7,Cost_Category_2,9390.25
2024,6,Project,LOB_Group_7,Cost_Category_3,8468.19
2024,6,Base,LOB_Group_7,Cost_Category_4,96440.25
2024,6,Project,LOB_Group_7,Cost_Category_5,55662.6
2024,6,Base,LOB_Group_7,Cost_Category_6,82742.63
2024,6,Base,LOB_Group_7,Cost_Category_7,55732.98
2024,6,Base,LOB_Group_7,Cost_Category_8,2896.23
2024,6,Project,LOB_Group_7,Cost_Category_9,49132.61
2024,6,Project,LOB_Group_7,Cost_Category_10,18748.54
2024,6,Base,LOB_Group_7,Cost_Category_11,87533.17
2024,6,Project,LOB_Group_7,Cost_Category_12,41707.4
2024,6,Project,LOB_Group_7,Cost_Category_13,82671.75
2024,6,Base,LOB_Group_7,Cost_Category_14,89465.8
2024,6,Base,LOB_Group_7,Cost_Category_15,60887.53
2024,6,Project,LOB_Group_7,Cost_Category_16,14957.97
2024,6,Project,LOB_Group_8,Cost_Category_1,3494.53
2024,6,Project,LOB_Group_8,Cost_Category_2,87609.2
2024,6,Base,LOB_Group_8,Cost_Category_3,33089.6
2024,6,Project,LOB_Group_8,Cost_Category_4,27858.28
2024,6,Base,LOB_Group_8,Cost_Category_5,69664.66
2024,6,Project,LOB_Group_8,Cost_Category_6,67440.94
2024,6,Base,LOB_Group_8,Cost_Category_7,20710.77
2024,6,Project,LOB_Group_8,Cost_Category_8,87820.59
2024,6,Project,LOB_Group_8,Cost_Category_9,97376.24
2024,6,Base,LOB_Group_8,Cost_Category_10,52672.06
2024,6,Project,LOB_Group_8,Cost_Category_11,99565.5
2024,6,Project,LOB_Group_8,Cost_Category_12,92141.49
2024,6,Base,LOB_Group_8,Cost_Category_13,31088.36
2024,6,Base,LOB_Group_8,Cost_Category_14,29031.5
2024,6,Project,LOB_Group_8,Cost_Category_15,81232.88
2024,6,Base,LOB_Group_8,Cost_Category_16,14891.16
2024,7,Base,LOB_Group_1,Cost_Category_1,11982.1
2024,7,Base,LOB_Group_1,Cost_Category_2,42914.06
2024,7,Base,LOB_Group_1,Cost_Category_3,96518.32
2024,7,Project,LOB_Group_1,Cost_Category_4,43824.46
2024,7,Project,LOB_Group_1,Cost_Category_5,98713.32
2024,7,Project,LOB_Group_1,Cost_Category_6,56241.58
2024,7,Project,LOB_Group_1,Cost_Category_7,58930.1
2024,7,Project,LOB_Group_1,Cost_Category_8,64970.14
2024,7,Base,LOB_Group_1,Cost_Category_9,1716.49
2024,7,Base,LOB_Group_1,Cost_Category_10,96492.82
2024,7,Base,LOB_Group_1,Cost_Category_11,54488.28
2024,7,Base,LOB_Group_1,Cost_Category_12,83881.49
2024,7,Base,LOB_Group_1,Cost_Category_13,81779.28
2024,7,Project,LOB_Group_1,Cost_Category_14,85054.67
2024,7,Base,LOB_Group_1,Cost_Category_15,58359.62
2024,7,Base,LOB_Group_1,Cost_Category_16,30740.59
2024,7,Base,LOB_Group_2,Cost_Category_1,74118.84
2024,7,Project,LOB_Group_2,Cost_Category_2,69191.87
2024,7,Base,LOB_Group_2,Cost_Category_3,97496.78
2024,7,Project,LOB_Group_2,Cost_Category_4,16759.38
2024,7,Project,LOB_Group_2,Cost_Category_5,29417.94
2024,7,Project,LOB_Group_2,Cost_Category_6,30940.89
2024,7,Base,LOB_Group_2,Cost_Category_7,18208.09
2024,7,Project,LOB_Group_2,Cost_Category_8,37548.6
2024,7,Base,LOB_Group_2,Cost_Category_9,37779.7
2024,7,Base,LOB_Group_2,Cost_Category_10,53811.73
2024,7,Base,LOB_Group_2,Cost_Category_11,29003.22
2024,7,Project,LOB_Group_2,Cost_Category_12,86521.04
2024,7,Project,LOB_Group_2,Cost_Category_13,14091.59
2024,7,Project,LOB_Group_2,Cost_Category_14,77158.11
2024,7,Project,LOB_Group_2,Cost_Category_15,76307.39
2024,7,Base,LOB_Group_2,Cost_Category_16,6393.12
2024,7,Project,LOB_Group_3,Cost_Category_1,81314.52
2024,7,Project,LOB_Group_3,Cost_Category_2,68132.72
2024,7,Project,LOB_Group_3,Cost_Category_3,48652.58
2024,7,Base,LOB_Group_3,Cost_Category_4,99262.24
2024,7,Base,LOB_Group_3,Cost_Category_5,69243.0
2024,7,Project,LOB_Group_3,Cost_Category_6,67241.06
2024,7,Project,LOB_Group_3,Cost_Category_7,83872.57
2024,7,Base,LOB_Group_3,Cost_Category_8,22174.0
2024,7,Base,LOB_Group_3,Cost_Category_9,91284.68
2024,7,Project,LOB_Group_3,Cost_Category_10,9537.08
2024,7,Project,LOB_Group_3,Cost_Category_11,53383.76
2024,7,Base,LOB_Group_3,Cost_Category_12,4052.83
2024,7,Base,LOB_Group_3,Cost_Category_13,14438.37
2024,7,Project,LOB_Group_3,Cost_Category_14,79475.45
2024,7,Project,LOB_Group_3,Cost_Category_15,33274.63
2024,7,Base,LOB_Group_3,Cost_Category_16,40260.35
2024,7,Project,LOB_Group_4,Cost_Category_1,86436.16
2024,7,Project,LOB_Group_4,Cost_Category_2,42866.63
2024,7,Base,LOB_Group_4,Cost_Category_3,28005.33
2024,7,Project,LOB_Group_4,Cost_Category_4,28679.25
2024,7,Base,LOB_Group_4,Cost_Category_5,33608.47
2024,7,Base,LOB_Group_4,Cost_Category_6,75391.91
2024,7,Base,LOB_Group_4,Cost_Category_7,59561.41
2024,7,Project,LOB_Group_4,Cost_Category_8,89836.52
2024,7,Base,LOB_Group_4,Cost_Category_9,35039.68
2024,7,Base,LOB_Group_4,Cost_Category_10,61778.29
2024,7,Project,LOB_Group_4,Cost_Category_11,86405.09
2024,7,Base,LOB_Group_4,Cost_Category_12,48676.15
2024,7,Base,LOB_Group_4,Cost_Category_13,3747.65
2024,7,Base,LOB_Group_4,Cost_Category_14,97810.9
2024,7,Base,LOB_Group_4,Cost_Category_15,79257.1
2024,7,Project,LOB_Group_4,Cost_Category_16,31956.66
2024,7,Project,LOB_Group_5,Cost_Category_1,12550.05
2024,7,Base,LOB_Group_5,Cost_Category_2,94570.14
2024,7,Project,LOB_Group_5,Cost_Category_3,28837.1
2024,7,Base,LOB_Group_5,Cost_Category_4,83324.33
2024,7,Project,LOB_Group_5,Cost_Category_5,16713.92
2024,7,Project,LOB_Group_5,Cost_Category_6,59851.74
2024,7,Project,LOB_Group_5,Cost_Category_7,56225.14
2024,7,Project,LOB_Group_5,Cost_Category_8,78482.69
2024,7,Base,LOB_Group_5,Cost_Category_9,41688.24
2024,7,Base,LOB_Group_5,Cost_Category_10,76458.96
2024,7,Project,LOB_Group_5,Cost_Category_11,54126.22
2024,7,Base,LOB_Group_5,Cost_Category_12,46961.6
2024,7,Project,LOB_Group_5,Cost_Category_13,45283.04
2024,7,Base,LOB_Group_5,Cost_Category_14,8550.68
2024,7,Project,LOB_Group_5,Cost_Category_15,33511.37
2024,7,Project,LOB_Group_5,Cost_Category_16,52157.62
2024,7,Project,LOB_Group_6,Cost_Category_1,41000.09
2024,7,Project,LOB_Group_6,Cost_Category_2,31924.36
2024,7,Project,LOB_Group_6,Cost_Category_3,88239.45
2024,7,Project,LOB_Group_6,Cost_Category_4,11404.73
2024,7,Project,LOB_Group_6,Cost_Category_5,77433.86
2024,7,Base,LOB_Group_6,Cost_Category_6,9499.24
2024,7,Base,LOB_Group_6,Cost_Category_7,45130.86
2024,7,Base,LOB_Group_6,Cost_Category_8,73149.11
2024,7,Project,LOB_Group_6,Cost_Category_9,59368.89
2024,7,Base,LOB_Group_6,Cost_Category_10,24208.8
2024,7,Base,LOB_Group_6,Cost_Category_11,61175.17
2024,7,Base,LOB_Group_6,Cost_Category_12,41900.67
2024,7,Base,LOB_Group_6,Cost_Category_13,83975.85
2024,7,Project,LOB_Group_6,Cost_Category_14,64595.04
2024,7,Base,LOB_Group_6,Cost_Category_15,20701.88
2024,7,Project,LOB_Group_6,Cost_Category_16,89853.43
2024,7,Base,LOB_Group_7,Cost_Category_1,51043.46
2024,7,Project,LOB_Group_7,Cost_Category_2,16074.5
2024,7,Project,LOB_Group_7,Cost_Category_3,12091.84
2024,7,Base,LOB_Group_7,Cost_Category_4,98500.15
2024,7,Base,LOB_Group_7,Cost_Category_5,71650.65
2024,7,Base,LOB_Group_7,Cost_Category_6,44632.68
2024,7,Project,LOB_Group_7,Cost_Category_7,34021.12
2024,7,Project,LOB_Group_7,Cost_Category_8,89231.69
2024,7,Project,LOB_Group_7,Cost_Category_9,77707.12
2024,7,Project,LOB_Group_7,Cost_Category_10,90079.29
2024,7,Base,LOB_Group_7,Cost_Category_11,41697.07
2024,7,Base,LOB_Group_7,Cost_Category_12,89372.27
2024,7,Project,LOB_Group_7,Cost_Category_13,41929.04
2024,7,Base,LOB_Group_7,Cost_Category_14,72981.06
2024,7,Project,LOB_Group_7,Cost_Category_15,95685.85
2024,7,Base,LOB_Group_7,Cost_Category_16,38853.62
2024,7,Base,LOB_Group_8,Cost_Category_1,23106.44
2024,7,Base,LOB_Group_8,Cost_Category_2,89509.49
2024,7,Project,LOB_Group_8,Cost_Category_3,91174.94
2024,7,Project,LOB_Group_8,Cost_Category_4,66553.68
2024,7,Project,LOB_Group_8,Cost_Category_5,8755.6
2024,7,Base,LOB_Group_8,Cost_Category_6,43149.11
2024,7,Base,LOB_Group_8,Cost_Category_7,28584.95
2024,7,Project,LOB_Group_8,Cost_Category_8,78470.85
2024,7,Base,LOB_Group_8,Cost_Category_9,87626.73
2024,7,Base,LOB_Group_8,Cost_Category_10,57044.0
2024,7,Base,LOB_Group_8,Cost_Category_11,85372.2
2024,7,Project,LOB_Group_8,Cost_Category_12,48908.71
2024,7,Project,LOB_Group_8,Cost_Category_13,37654.37
